sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,activation_information,bid,cbid,code,color,computer_manufacturers,contrast_ratio,cost,country_of_manufacture,country_orgin,cpu_speed,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,delivery,delivery_included,description,dimension,em_deal,em_featured,em_hot,em_label_bestseller,em_label_new,em_label_saleoff,enable_googlecheckout,finish,gallery,gender,gift_message_available,harddrive_speed,hardrive,has_options,height,image,image_label,in_depth,length,manufacturer,max_resolution,media_gallery,megapixels,memory,meta_description,meta_keyword,meta_title,minimal_price,model,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,offer_type,options_container,page_layout,price,processor,qty_in_pack,ram_size,required_options,response_time,room,sales_notes,screensize,shape,shirt_size,shoe_size,shoe_type,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,type_prefix,updated_at,url_key,url_path,vendor_code,visibility,weight,width,yml_export,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
2 BS01-B3 32B58B-7B13B-7A,,Default,simple,Коляски/Прогулочные ,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,,,,,,,,,2014-02-15 16:44:44,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.72,/9/0/90ea49eeb29d83b18dfcb3a5c4129a9d.jpg,,,0.7,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Royal Baby 2 BS01-B3 32B58B-7B13B-7A08,,,vendor.model,Блок после информационной колонки,,5000.0000,,2,,0,,,,,,,,,,/9/0/90ea49eeb29d83b18dfcb3a5c4129a9d.jpg,,,,,1,2,/9/0/90ea49eeb29d83b18dfcb3a5c4129a9d.jpg,,,2014-03-29 18:53:26,royal-baby-2-bs01-b3-32b58b-7b13b-7a08,royal-baby-2-bs01-b3-32b58b-7b13b-7a08.html,,4,18.0000,0.46,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/9/0/90ea49eeb29d83b18dfcb3a5c4129a9d.jpg,,1,0
2 BS01-BCE1 3721-2421,,Default,simple,Автокресла/Группа 0/1/2 (0-25кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,6943878101117,,,,,,,,2014-02-15 16:44:47,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.72,/3/a/3a5d99d6841a69adc72996d16c342fae.jpg,,,0.7,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Royal Baby 2 BS01-BCE1 Regal Duke Beige 3721-2421,,,vendor.model,Блок после информационной колонки,,6200.0000,,2,,0,,,,,,,,,,/3/a/3a5d99d6841a69adc72996d16c342fae.jpg,,,,,1,2,/3/a/3a5d99d6841a69adc72996d16c342fae.jpg,,,2014-03-29 18:52:55,royal-baby-2-bs01-bce1-regal-duke-beige-3721-2421,royal-baby-2-bs01-bce1-regal-duke-beige-3721-2421.html,,4,18.0000,0.46,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/3/a/3a5d99d6841a69adc72996d16c342fae.jpg,,1,0
2 BS01-BCE1 3701-2401,,Default,simple,Автокресла/Группа 1/2 (9-25кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,6943878101100,,,,,,,,2014-02-15 16:44:51,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.72,/7/3/73dd930fb3b489b748068480457cbc9f.jpg,,,0.7,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Royal Baby 2 BS01-BCE1 Regal Duke Black 3701-2401,,,vendor.model,Блок после информационной колонки,,6200.0000,,2,,0,,,,,,,,,,/7/3/73dd930fb3b489b748068480457cbc9f.jpg,,,,,1,2,/7/3/73dd930fb3b489b748068480457cbc9f.jpg,,,2014-03-29 18:52:19,royal-baby-2-bs01-bce1-regal-duke-black-3701-2401,royal-baby-2-bs01-bce1-regal-duke-black-3701-2401.html,,4,18.0000,0.46,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/7/3/73dd930fb3b489b748068480457cbc9f.jpg,,1,0
BS07-BCE1 3721-2421,,Default,simple,Автокресла/Группа 1/2 (9-25кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,,,,,,,,,2014-02-15 16:45:50,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,,/2/0/20b6e80d935760aa511d10427985b9f9.png,,,,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Welldon SideArmor(9-36) BS07-BCE1 3721-2421 Beige Leather,,,vendor.model,Блок после информационной колонки,,6800.0000,,,,0,,,,,,,,,,/2/0/20b6e80d935760aa511d10427985b9f9.png,,,,,1,2,/2/0/20b6e80d935760aa511d10427985b9f9.png,,,2014-03-29 18:51:31,welldon-sidearmor-9-36-bs07-bce1-3721-2421-beige-leather,welldon-sidearmor-9-36-bs07-bce1-3721-2421-beige-leather.html,,4,,,0,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/2/0/20b6e80d935760aa511d10427985b9f9.png,,1,0
BS07-BCE1 Regal Duke/Beig,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,6943878107140,,,,,,,,2014-02-15 16:45:54,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,,/e/b/eb2d1627e41385c89d4dd43f2d41ee6a.jpg,,,,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Welldon SideArmor & CuddleMe BS07-BCE1 Regal Duke/Beige,,,vendor.model,Блок после информационной колонки,,6400.0000,,,,0,,,,,,,,,,/e/b/eb2d1627e41385c89d4dd43f2d41ee6a.jpg,,,,,1,2,/e/b/eb2d1627e41385c89d4dd43f2d41ee6a.jpg,,,2014-03-29 18:50:55,welldon-sidearmor-cuddleme-bs07-bce1-regal-duke-beige,welldon-sidearmor-cuddleme-bs07-bce1-regal-duke-beige.html,,4,,,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/e/b/eb2d1627e41385c89d4dd43f2d41ee6a.jpg,,1,0
BS07-BCE1 Regal Duke/Blac,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,6943878107133,,,,,,,,2014-02-15 16:45:56,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,,/3/e/3edacfdf45fe97cfe357e4a00a25f3df.jpg,,,,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Welldon SideArmor & CuddleMe BS07-BCE1 Regal Duke/Black,,,vendor.model,Блок после информационной колонки,,6400.0000,,,,0,,,,,,,,,,/3/e/3edacfdf45fe97cfe357e4a00a25f3df.jpg,,,,,1,2,/3/e/3edacfdf45fe97cfe357e4a00a25f3df.jpg,,,2014-03-29 18:50:24,welldon-sidearmor-cuddleme-bs07-bce1-regal-duke-black,welldon-sidearmor-cuddleme-bs07-bce1-regal-duke-black.html,,4,,,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/3/e/3edacfdf45fe97cfe357e4a00a25f3df.jpg,,1,0
DS06-T,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,,,,,,,,,2014-02-15 16:46:00,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,60,/0/e/0ee1f5b7e17a2d4ec5b7bd76cfabed64.jpg,,,40,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,База ISOFIX DS06-T,,,vendor.model,Блок после информационной колонки,,3200.0000,,,,0,,,,,,,,,,/0/e/0ee1f5b7e17a2d4ec5b7bd76cfabed64.jpg,,,,,1,2,/0/e/0ee1f5b7e17a2d4ec5b7bd76cfabed64.jpg,,,2014-04-11 17:51:19,baza-isofix-ds06-t,baza-isofix-ds06-t.html,,4,,332,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/0/e/0ee1f5b7e17a2d4ec5b7bd76cfabed64.jpg,,1,0
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSL-neck Белый 1804,,Default,simple,Автокресла/Аксессуары для автокресел,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,2010206026481,,,,,,,,2014-02-15 16:46:27,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,60,/2/5/252f1716999bf6dea5a6a339bd97269b.jpg,,,40,,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Набор коврик + органайзер Белый 1804,,,vendor.model,Блок после информационной колонки,,1000.0000,,,,0,,,,,,,,,,/2/5/252f1716999bf6dea5a6a339bd97269b.jpg,,,,,1,2,/2/5/252f1716999bf6dea5a6a339bd97269b.jpg,,,2014-04-11 17:53:15,nabor-kovrik-organajzer-belyj-1804,nabor-kovrik-organajzer-belyj-1804.html,,4,,332,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/2/5/252f1716999bf6dea5a6a339bd97269b.jpg,,1,0
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSL-neck Розовый 1817,,Default,simple,Автокресла/Аксессуары для автокресел,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,2010206026498,,,,,,,,2014-02-15 16:46:30,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,60,/8/c/8cc318a6b63a2bd4b7662bcfd5fdb520.jpg,,,40,,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Набор коврик + органайзер Розовый 1817,,,vendor.model,Блок после информационной колонки,,1000.0000,,,,0,,,,,,,,,,/8/c/8cc318a6b63a2bd4b7662bcfd5fdb520.jpg,,,,,1,2,/8/c/8cc318a6b63a2bd4b7662bcfd5fdb520.jpg,,,2014-04-11 17:53:49,nabor-kovrik-organajzer-rozovyj-1817,nabor-kovrik-organajzer-rozovyj-1817.html,,4,,332,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/8/c/8cc318a6b63a2bd4b7662bcfd5fdb520.jpg,,1,0
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSL-neck Синий,,Default,simple,Автокресла/Аксессуары для автокресел,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,2010206022193,,,,,,,,2014-02-15 16:46:33,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,60,/b/6/b68cd32d9674a4a1157da39afe85d397.jpg,,,40,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Набор коврик + органайзер Синий,,,vendor.model,Блок после информационной колонки,,1000.0000,,,,0,,,,,,,,,,/b/6/b68cd32d9674a4a1157da39afe85d397.jpg,,,,,1,2,/b/6/b68cd32d9674a4a1157da39afe85d397.jpg,,,2014-04-11 17:54:40,nabor-kovrik-organajzer-sinij,nabor-kovrik-organajzer-sinij.html,,4,,332,0,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/b/6/b68cd32d9674a4a1157da39afe85d397.jpg,,1,0
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSL-SET Blue,,Default,simple,Автокресла/Аксессуары для автокресел,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,2010206018561,,,,,,,,2014-02-15 16:46:36,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,60,/f/1/f1b0c47732d1fc42469635d877cb1703.jpg,,,40,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Подушка-валик под шею  Blue,,,vendor.model,Блок после информационной колонки,,300.0000,,,,0,,,,,,,,,,/f/1/f1b0c47732d1fc42469635d877cb1703.jpg,,,,,1,2,/f/1/f1b0c47732d1fc42469635d877cb1703.jpg,,,2014-04-08 20:07:13,podushka-valik-pod-sheju-blue,podushka-valik-pod-sheju-blue.html,,4,,332,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/f/1/f1b0c47732d1fc42469635d877cb1703.jpg,,1,0
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSL-SET Grey,,Default,simple,Автокресла/Аксессуары для автокресел,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,2010206018578,,,,,,,,2014-02-15 16:46:39,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,60,/3/5/355f004cedd4e8f2632045c66fa4a8e2.jpg,,,40,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Подушка-валик под шею  Grey,,,vendor.model,Блок после информационной колонки,,300.0000,,,,0,,,,,,,,,,/3/5/355f004cedd4e8f2632045c66fa4a8e2.jpg,,,,,1,2,/3/5/355f004cedd4e8f2632045c66fa4a8e2.jpg,,,2014-04-08 20:07:42,podushka-valik-pod-sheju-grey,podushka-valik-pod-sheju-grey.html,,4,,332,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/3/5/355f004cedd4e8f2632045c66fa4a8e2.jpg,,1,0
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSL-SET Nevy,,Default,simple,Автокресла/Аксессуары для автокресел,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,2010206022216,,,,,,,,2014-02-15 16:46:42,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,60,/3/e/3eb857e925b9472ebcdcfdf2720edf0c.jpg,,,40,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Подушка-валик под шею  Navy,,,vendor.model,Блок после информационной колонки,,300.0000,,,,0,,,,,,,,,,/3/e/3eb857e925b9472ebcdcfdf2720edf0c.jpg,,,,,1,2,/3/e/3eb857e925b9472ebcdcfdf2720edf0c.jpg,,,2014-04-08 20:13:29,podushka-valik-pod-sheju-navy,podushka-valik-pod-sheju-navy.html,,4,,332,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/3/e/3eb857e925b9472ebcdcfdf2720edf0c.jpg,,1,0
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSL-SET Red,,Default,simple,Автокресла/Аксессуары для автокресел,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,2010206022223,,,,,,,,2014-02-15 16:46:45,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,60,/6/1/611a06fc3e4c8f27af596a80419b0bd4.jpg,,,40,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Подушка-валик под шею  Red,,,vendor.model,Блок после информационной колонки,,300.0000,,,,0,,,,,,,,,,/6/1/611a06fc3e4c8f27af596a80419b0bd4.jpg,,,,,1,2,/6/1/611a06fc3e4c8f27af596a80419b0bd4.jpg,,,2014-04-08 20:09:49,podushka-valik-pod-sheju-red,podushka-valik-pod-sheju-red.html,,4,,332,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/6/1/611a06fc3e4c8f27af596a80419b0bd4.jpg,,1,0
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSL-bag,,Default,simple,Автокресла/Аксессуары для автокресел,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,2010206022230,,,,,,,,2014-02-15 16:46:49,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,60,/7/d/7d1164cf19cc54e84553a5227c3a9012.jpg,,,40,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Сумка чехол для автокресел  Welldon,,,vendor.model,Блок после информационной колонки,,1100.0000,,,,0,,,,,,,,,,/7/d/7d1164cf19cc54e84553a5227c3a9012.jpg,,,,,1,2,/7/d/7d1164cf19cc54e84553a5227c3a9012.jpg,,,2014-03-29 18:42:27,sumka-chehol-dlja-avtokresel-welldon,sumka-chehol-dlja-avtokresel-welldon.html,,4,,332,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/7/d/7d1164cf19cc54e84553a5227c3a9012.jpg,,1,0
PG05-C2 2801-103f-101,,Default,simple,Автокресла/Аксессуары для автокресел,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,,Root Catalog,base,,,,6943878105504,,,,,,,,2014-02-15 16:46:55,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,,/c/3/c3af2c9c79ce0eabd3d82a6003344ba2.jpg,,,,Welldon,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Бустер PG05-C2 2801-103f-101 BLACK,,,vendor.model,Блок после информационной колонки,,1150.0000,,,,0,,,,,,,,,,/c/3/c3af2c9c79ce0eabd3d82a6003344ba2.jpg,,,,,1,2,/c/3/c3af2c9c79ce0eabd3d82a6003344ba2.jpg,,,2014-03-29 18:41:43,buster-pg05-c2-2801-103f-101-black,buster-pg05-c2-2801-103f-101-black.html,,1,,,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/c/3/c3af2c9c79ce0eabd3d82a6003344ba2.jpg,,1,0
514104151,,Default,simple,Автокресла/Группа 3 (22-36кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514104149,,Default,simple,,Root Catalog,base,,,,4250183799666,,,,,,,,2014-02-27 21:53:23,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,,/d/6/d686be484e7044ffafbfb8ab4e6253d1.jpg,,,,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Aton Q Plus Lollipop,,,vendor.model,Блок после информационной колонки,,10000.0000,,,,0,,,,,,,,,,/d/6/d686be484e7044ffafbfb8ab4e6253d1.jpg,,,,,1,2,/d/6/d686be484e7044ffafbfb8ab4e6253d1.jpg,,,2014-03-29 18:40:51,aton-q-plus-lollipop,aton-q-plus-lollipop-1399.html,,4,,,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/d/6/d686be484e7044ffafbfb8ab4e6253d1.jpg,,1,0
514104153,,Default,simple,,Root Catalog,base,,,,4250183799529,,,,,,,,2014-02-27 21:53:28,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,,/6/c/6c31af35be5ebb14ca9ed6b6010aa39f.jpg,,,,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Aton Q Plus Ocean,,,vendor.model,Блок после информационной колонки,,10000.0000,,,,0,,,,,,,,,,/6/c/6c31af35be5ebb14ca9ed6b6010aa39f.jpg,,,,,1,2,/6/c/6c31af35be5ebb14ca9ed6b6010aa39f.jpg,,,2014-03-29 18:40:12,aton-q-plus-ocean,aton-q-plus-ocean-1400.html,,4,,,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/6/c/6c31af35be5ebb14ca9ed6b6010aa39f.jpg,,1,0
